식당(ID),식당명,지역명,어워드정보설명,(RTI)지수,온라인화진행여부,수용태세지수,인기도,트립어드바이저평점,씨트립평점,네이버평점,식당상태
156033,백송회관,전라북도 전주시,,0.09,Y,0.24,0.33,,,4.15,운영중
156035,풍년회관,전라북도 전주시,,0.1,Y,0.23,,,,4.5,운영중
156037,청라회관,전라북도 전주시,,0.1,Y,0.23,0.04,,,4.41,운영중
156081,321베렌도,전라북도 전주시,,0.09,Y,0.13,0.33,,,4.24,운영중
21263,카페서로,전라북도 전주시,,0.1,Y,0.12,0.17,,,4.4,운영중
156092,우리집밥상,전라북도 전주시,,0.1,Y,0.08,0.01,,,4.28,운영중
21264,원일옥,전라북도 전주시,,0.1,Y,0.23,0.1,,,4.61,운영중
156100,소림사,전라북도 전주시,,0.1,Y,0.27,0.01,,,4.34,운영중
156106,멕시카나치킨 송천사랑점,전라북도 전주시,,0.1,Y,0.09,0.29,,,4.44,운영중
156107,용소루,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.44,운영중
156113,동호곱창,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.44,운영중
22506,평규술집전북대점,,,,N,0.09,,,,,운영중
23947,풍남문한우촌,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.34,0.08,,,4.46,운영중
156137,불타는감자탕,전라북도 전주시,,0.09,Y,0.09,0.09,,,3.97,운영중
156138,홍익궁중전통육개장궁중보쌈,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.4,운영중
156147,60계치킨여의반월점,전라북도 전주시,,0.09,Y,0.12,0.04,,,4.24,운영중
156158,미족왕족발,전라북도 전주시,,0.1,Y,0.18,,,,4.63,운영중
156167,드림숯불갈비,전라북도 전주시,안심식당,0.1,Y,0.28,0.33,,,4.38,운영중
156173,하누마을,전라북도 전주시,"모범음식점,안심식당",0.09,Y,0.28,0.03,,,4,운영중
156207,동산족발보쌈,전라북도 전주시,,0.1,Y,0.11,0.02,,,4.45,운영중
156208,강촌다슬기,전라북도 전주시,,0.1,Y,0.22,0.33,,,4.41,운영중
156238,충만치킨 동산반월점,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.45,운영중
156244,춘향골밥상,전라북도 전주시,,0.1,Y,0.22,0.03,,,4.33,운영중
156251,진남원추어탕,전라북도 전주시,,0.1,Y,0.23,,,,4.3,운영중
156252,여울 forest,전라북도 전주시,,0.1,Y,0.2,0.02,,,4.47,운영중
156254,홍보성,전라북도 전주시,,0.1,Y,0.09,0.06,,,4.43,운영중
156255,역전할머니맥주 전북대점,전라북도 전주시,,0.1,Y,0.09,0.32,,,4.64,운영중
23953,다래옥,전라북도 전주시,,0.1,Y,0.09,0.01,,,4.45,운영중
156262,일단먹어봐,전라북도 전주시,,0.1,Y,0.09,0.01,,,4.42,운영중
156263,서래갈매기 전북대점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.47,운영중
156264,슬기네가맥,전라북도 전주시,,0.09,Y,0.09,0.33,,,4.22,운영중
156267,세븐스트릿,전라북도 전주시,,0.1,Y,0.2,0.06,,,4.47,운영중
156274,우리다슬기팥칼국수,전라북도 전주시,,0.1,Y,0.22,0.09,,,4.4,운영중
156279,건지맥주,전라북도 전주시,,0.1,Y,0.09,0.21,,,4.59,운영중
156286,부라보맥주 전북대점,전라북도 전주시,,0.09,Y,0.16,0.13,,,4.25,운영중
156287,송가네춘천닭갈비전북대점,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.5,운영중
156292,섬세꼬시,전라북도 전주시,,0.09,Y,0.1,0.04,,,4.04,운영중
156302,한솥도시락 전주송천점,전라북도 전주시,,0.1,Y,0.09,0.07,,,4.34,운영중
156309,생고기대학교 전북대점,전라북도 전주시,,0.09,Y,0.09,0.16,,,4.04,운영중
156320,롯데리아아중점,전라북도 전주시,,,Y,0.13,0.11,,,4.34,운영중
160347,얌스 송천센트럴점,,,,N,0.1,,,,,운영중
161522,스카이이스블루,,,,N,0.07,,,,,미확인
162999,처갓집양념치킨신시가지점,,,,N,0.07,,,,,운영중
164803,리프커피랩,,,,N,0.15,,,,4,운영중
165261,원두막,,,,N,0.08,,,,,미확인
166301,COOK1015 송천점,,,,N,0.07,,,,,폐업
166709,원평순대국밥,,,,N,0.1,,,,,미확인
167951,파리바게뜨 전주대점,,,,N,0.09,,,,,미확인
172507,죽이야기 송천점,,,,N,0.07,,,,,폐업
174655,롬블랑,,,,N,0.07,,,,0.21,운영중
175593,오빠담치킨,,,,N,0.14,,,,,폐업
178037,대구허군숯불막창,전라북도 전주시,,0.09,Y,0.09,0.08,,,4.16,운영중
178038,독도쭈꾸미,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.61,운영중
178047,금일옥,전라북도 전주시,,0.1,Y,0.17,0.33,,,4.59,운영중
178050,현대옥 전주서곡점,전라북도 전주시,,0.1,Y,0.25,0.16,,,4.42,운영중
178053,샤브도둑,전라북도 전주시,,0.1,Y,0.12,0.27,,,4.43,운영중
178057,멕시카나치킨 서곡신도시점,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.67,운영중
178066,24시셀프풍천민물장어 삼천점,전라북도 전주시,,0.09,Y,0.24,0.33,,,4.24,운영중
178071,무한퓨전,전라북도 전주시,,0.1,Y,0.21,0.03,,,4.66,운영중
178079,하서방 해물칼국수,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.35,운영중
178081,원참치,전라북도 전주시,,0.1,Y,0.13,0.23,,,4.38,운영중
178082,메밀꽃향기,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.37,운영중
178084,까투리효자체인점,전라북도 전주시,,0.1,Y,0.23,,,,4.41,운영중
178088,전주돈쌈,전라북도 전주시,,0.09,Y,0.25,0.16,,,3.85,운영중
178094,전주생선구이본가,전라북도 전주시,,0.09,Y,0.1,0.33,,,4.22,운영중
23955,현대옥 덕진광장점,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.33,운영중
178098,충만치킨 삼천점,전라북도 전주시,,0.09,Y,0.09,0.13,,,4.27,운영중
24075,본죽&비빔밥cafe 전북대점,,,,N,0.1,,,,,미확인
178103,김밥천국 서신1호점,전라북도 전주시,,0.09,Y,0.23,,,,4.22,운영중
178106,해마루 감자탕,전라북도 전주시,,0.09,Y,0.08,0.01,,,4.1,운영중
178107,홍익궁중전통육개장전주평화점,전라북도 전주시,,0.1,Y,0.08,0.33,,,4.33,운영중
178119,산오징어바지락칼국수,전라북도 전주시,,0.09,Y,0.28,0.33,,,4.2,운영중
178121,충만치킨 서신점,전라북도 전주시,,0.1,Y,0.08,0.14,,,4.47,운영중
178129,명문장어숯불구이,전라북도 전주시,안심식당,0.09,Y,0.15,0.07,,,4.19,운영중
178130,대유성,전라북도 전주시,,0.09,Y,0.12,0.2,,,4.24,운영중
178140,임실N치즈피자 전주서곡점,전라북도 전주시,,0.09,Y,0.15,,,,4.03,운영중
178147,임실치즈피자중화산점,전라북도 전주시,,,Y,0.14,0.01,,,4.66,운영중
25230,어쭈구리왕문어,,,,N,0.13,,,,,운영중
178171,나폴리제과,전라북도 전주시,,0.09,Y,0.24,,,,4.23,운영중
178178,호성고기마을,전라북도 전주시,안심식당,0.1,Y,0.14,0.33,,,4.39,운영중
27154,팔공티 전북대점,전라북도 전주시,,0.1,Y,0.14,0.26,,,4.48,운영중
178185,김가네보쌈족발,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.42,운영중
178189,맥시칸치킨 금암점,전라북도 전주시,,0.1,Y,0.12,0.11,,,4.35,운영중
178191,바다꽃게탕,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.34,0.33,,,4.49,운영중
178212,썬더치킨 금암남도점,전라북도 전주시,,0.1,Y,0.13,0.03,,,4.48,운영중
178224,토목수,전라북도 전주시,,0.09,Y,0.21,0.11,,,4.2,운영중
178234,펍 그리즐리,전라북도 전주시,,0.1,Y,0.14,0.3,,,4.4,운영중
178238,구미당 아중점,전라북도 전주시,,0.09,Y,0.11,0.33,,,4.24,운영중
178252,오감짬뽕,전라북도 전주시,,0.09,Y,0.09,0.33,,,4.22,운영중
178253,청일반점,전라북도 전주시,,0.1,Y,0.23,0.06,,,4.46,운영중
178254,어느날의오후,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.63,운영중
178260,커피디딤,전라북도 전주시,,0.09,Y,0.1,0.33,,,4.24,운영중
178836,이디야커피 전주신시가지점,,,,N,0.1,,,,,미확인
179174,포메인 전주 도청점,,,,N,0.1,,,,,운영중
185494,짬짜루,,,,N,0.07,,,,,미확인
189690,신&#39;s쭈꾸미,,,,N,0.1,,,,2.42,미확인
192552,해장꾹이 전주효자점,,,,N,0.1,,,,,미확인
192658,지코바치킨 덕진점,,,,N,0.07,,,,,운영중
193332,까다로운 입맛,,,,N,0.07,,,,,폐업
195314,MOJO,,,,N,0.1,,,,1.43,운영중
195612,Cups,,,,N,0.1,,,,,운영중
5500,신한양불고기,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.34,운영중
198843,신포우리만두 효자점,전라북도 전주시,,0.09,Y,0.12,0.27,,,4.21,운영중
28267,디에떼에스프레소 전주송천2호점,,,,N,0.1,,,,,미확인
198855,평화마을,전라북도 전주시,,0.1,Y,0.21,0.01,,,4.42,운영중
198862,정이품곱창,전라북도 전주시,"모범음식점,안심식당",0.09,Y,0.15,0.33,,,4.25,운영중
198867,곤이랑대패랑삼겹살,전라북도 전주시,,0.1,Y,0.1,0.29,,,4.34,운영중
28690,미미마라,,,,N,0.07,,,,,미확인
198878,초막골막걸리,전라북도 전주시,,0.09,Y,0.11,0.33,,,4.09,운영중
198879,김밥나라 서부점,전라북도 전주시,,0.1,Y,0.24,0.08,,,4.35,운영중
198885,태조국수,전라북도 전주시,,0.09,Y,0.1,0.13,,,4.22,운영중
198887,오복면가,전라북도 전주시,모범음식점,0.09,Y,0.17,0.33,,,4.23,운영중
198889,잭아저씨족발보쌈서신점,전라북도 전주시,,0.1,Y,0.1,0.13,,,4.51,운영중
198898,조선치킨중화산점,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.34,운영중
198911,브라운힐,전라북도 전주시,,0.1,Y,0.1,0.01,,,4.29,운영중
198921,우리돈,전라북도 전주시,,0.11,Y,0.1,0.06,,,4.75,운영중
28775,수타5900,,,,N,0.07,,,,,운영중
198936,족발야시장삼천점,전라북도 전주시,,0.09,Y,0.11,0.31,,,4.26,운영중
198937,서쪽나무,전라북도 전주시,,0.1,Y,0.1,0.08,,,4.41,운영중
199010,한우곱창전문점,전라북도 전주시,,0.11,Y,0.22,0.13,,,4.76,운영중
199012,브디런,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.51,운영중
199044,치킨마루 전북대점,전라북도 전주시,,0.1,Y,0.12,0.19,,,4.52,운영중
28981,꺼구리시장통닭 효자점,,,,N,0.15,,,,,운영중
199056,얌스 송천점,전라북도 전주시,,0.09,Y,0.25,0.1,,,4.09,운영중
199076,파리바게뜨 전주신일점,전라북도 전주시,,0.1,Y,0.1,0.02,,,4.34,운영중
199097,오늘또젤라또,,,,N,0.09,,,,,미확인
199178,홍베이팡 전주객사점,,,,N,0.07,,,,,폐업
203203,미술관 가맥,,,,N,0.09,,,,,운영중
204059,역전할머니맥주 하가점,,,,N,0.07,,,,,미확인
205863,할리스커피,,,,N,0.09,,,,,폐업
206726,1989S,,,,N,0.07,,,,5,운영중
207747,공술닭강정,,,,N,0.09,,,,,운영중
213851,효자치킨,,,,N,0.12,,,,,미확인
218620,갈비한끼,전라북도 전주시,,0.1,Y,0.09,0.18,,,4.64,운영중
218623,달빛,전라북도 전주시,,0.1,Y,0.23,0.03,,,4.58,운영중
218624,정원 콩나물국밥,전라북도 전주시,,0.09,Y,0.25,0.19,,,4.2,운영중
218632,삼미당,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.54,운영중
218636,무지개가든,전라북도 전주시,,0.1,Y,0.13,0.12,,,4.42,운영중
218639,남원본가 추어탕,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.28,0.2,,,4.39,운영중
218644,커피니 여울점,전라북도 전주시,,0.1,Y,0.11,0.02,,,4.36,운영중
218664,본죽 서신풍년점,전라북도 전주시,,0.1,Y,0.29,0.03,,,4.4,운영중
218666,부잣집,전라북도 전주시,,0.1,Y,0.23,0.06,,,4.64,운영중
218677,필스너하우스 객사점,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.35,운영중
218682,소풍참나무통닭구이,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.57,운영중
218688,예향,전라북도 전주시,,0.1,Y,0.22,0.18,,,4.56,운영중
218690,엄마손 김치찌개 서신점,전라북도 전주시,,0.1,Y,0.09,0.04,,,4.36,운영중
218693,까투리 평화푸른마을점,전라북도 전주시,,0.09,Y,0.09,,,,4.23,운영중
218694,데미타스커피전문점,전라북도 전주시,,0.09,Y,0.11,0.02,,,4,운영중
218695,코다리밥상,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.28,운영중
218717,진안오겹살,전라북도 전주시,,0.09,Y,0.08,0.11,,,4.23,운영중
218723,전동떡갈비,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.23,0.33,,,4.57,운영중
218725,한국콩나물국밥,전라북도 전주시,,0.1,Y,0.23,0.26,,,4.32,운영중
30114,땡초김밥,,,,N,0.09,,,,,운영중
218737,남양옥,전라북도 전주시,,0.1,Y,0.23,,,,4.35,운영중
218741,솔담,전라북도 전주시,,0.1,Y,0.1,0.21,,,4.28,운영중
218743,이삭토스트 전주대점,전라북도 전주시,,0.1,Y,0.12,0.04,,,4.61,운영중
218749,지정환피자 삼천점,전라북도 전주시,,0.1,Y,0.1,0.06,,,4.4,운영중
218757,감탄떡볶이 효자서부점,전라북도 전주시,,0.1,Y,0.12,0.02,,,4.32,운영중
218760,완산다원,전라북도 전주시,,0.1,Y,0.15,0.33,,,4.46,운영중
218790,전주영양돌솥밥,전라북도 전주시,,0.09,Y,0.25,,,,4.19,운영중
218791,황제보쌈,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.5,운영중
218806,지정환피자 덕진점,전라북도 전주시,,0.09,Y,0.09,0.07,,,4.2,운영중
218807,귀신반점 전북대점,전라북도 전주시,,0.1,Y,0.1,0.32,,,4.46,운영중
218820,다사랑호성점,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.43,운영중
218826,다사랑치킨피자 송천점,전라북도 전주시,,0.1,Y,0.1,0.07,,,4.3,운영중
218831,송천해물탕,전라북도 전주시,,0.1,Y,0.13,0.02,,,4.28,운영중
218837,정성회관,전라북도 전주시,,0.09,Y,0.23,0.04,,,3.84,운영중
218841,석기시대,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.15,0.14,,,4.45,운영중
218854,소문난바지락칼국수,전라북도 전주시,,0.1,Y,0.22,0.08,,,4.34,운영중
218865,계경목장 전주본점,전라북도 전주시,,0.1,Y,0.09,0.11,,,4.3,운영중
218875,본죽 전주안골점,전라북도 전주시,,0.09,Y,0.11,0.1,,,4.17,운영중
218903,파리바게트송천점,전라북도 전주시,,0.1,Y,0.12,0.07,,,4.34,운영중
222913,명랑맥가,,,,N,0.07,,,,,운영중
223607,썬더치킨 전북대본점,,,,N,0.09,,,,,미확인
225278,예쁜하루 전북대점,,,,N,0.1,,,,,운영중
226784,한상코다리시래기조림,,,,N,0.09,,,,,미확인
228630,푸라닭 전주하가지구점,,,,N,0.09,,,,,운영중
230032,만나국수,,,,N,0.1,,,,,미확인
230463,토리스타효자6호점,,,,N,0.09,,,,,운영중
230488,츄남 은행로,,,,N,0.07,,,,,운영중
230557,푸라닭 전주신시가지점,,,,N,0.1,,,,0.91,운영중
232007,Re돈까스,,,,N,0.09,,,,2.66,미확인
233035,착한쭝식 전주전북대점,,,,N,0.08,,,,0.21,미확인
233406,Mood indigo,,,,N,0.08,,,,1.2,운영중
238560,인사동 전통찻집&카페,전라북도 전주시,,0.09,Y,0.1,,,,4.09,운영중
238565,호호박,전라북도 전주시,,0.1,Y,0.23,0.18,,,4.41,운영중
238567,이찌미식당,전라북도 전주시,,0.1,Y,0.23,0.18,,,4.42,운영중
5506,양기복집,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.44,운영중
31466,만성한정식,전라북도 전주시,안심식당,0.1,Y,0.13,0.33,,,4.32,운영중
238577,작은카페,전라북도 전주시,,0.1,Y,0.09,0.04,,,4.39,운영중
238578,흥부네피순대,전라북도 전주시,,0.09,Y,0.3,,,,4.21,운영중
238590,치킨신드롬 효자삼천점,전라북도 전주시,,0.1,Y,0.1,0.04,,,4.48,운영중
238614,조선치킨 평화점,전라북도 전주시,,0.1,Y,0.15,0.01,,,4.57,운영중
238616,맘스터치 전주객사점,전라북도 전주시,,0.1,Y,0.1,0.22,,,4.32,운영중
238617,진수성찬 깐쇼새우,전라북도 전주시,,0.1,Y,0.1,0.29,,,4.57,운영중
238621,돼지한마리,전라북도 전주시,,0.1,Y,0.1,0.06,,,4.48,운영중
238623,가본집화산점,전라북도 전주시,안심식당,0.1,Y,0.23,0.33,,,4.31,운영중
238626,마릴린먼로,전라북도 전주시,,0.1,Y,0.1,0.16,,,4.38,운영중
238637,선거리 회관,전라북도 전주시,,0.09,Y,0.23,0.23,,,4.23,운영중
238640,양기복집,전라북도 전주시,,0.1,Y,0.1,0.06,,,4.52,운영중
238642,오가네파김치짜글이꼼장어닭발,전라북도 전주시,,0.1,Y,0.23,0.18,,,4.53,운영중
238646,전주콩나루콩나물국밥서곡점,전라북도 전주시,,,Y,0.13,0.11,,,4.27,운영중
238666,촌댁본맥주,전라북도 전주시,,0.1,Y,0.09,0.03,,,4.49,운영중
238673,다사랑치킨 서곡점,전라북도 전주시,,0.1,Y,0.1,0.03,,,4.32,운영중
238680,백년옥 본점,전라북도 전주시,,0.1,Y,0.25,0.07,,,4.64,운영중
238685,길거리야,전라북도 전주시,,0.1,Y,0.09,0.33,,,4.38,운영중
238723,송천식당,전라북도 전주시,,0.1,Y,0.1,0.1,,,4.36,운영중
238744,김밥나라송천주공점,전라북도 전주시,,0.1,Y,0.23,0.09,,,4.3,운영중
31474,평양면옥,전라북도 전주시,"모범음식점,안심식당",0.1,Y,0.17,0.13,,,4.4,운영중
238758,바우네나주곰탕 전주본점,전라북도 전주시,,0.09,Y,0.09,0.28,,,3.97,운영중
31477,한가족 전북대점,전라북도 전주시,,0.1,Y,0.15,0.14,,,4.36,운영중
238784,황산벌연탄구이,전라북도 전주시,,0.1,Y,0.09,0.11,,,4.34,운영중
238792,본죽 전주송천(송천우체국)점,전라북도 전주시,,0.1,Y,0.25,0.04,,,4.44,운영중
238794,본죽 호성점,전라북도 전주시,,0.1,Y,0.25,0.03,,,4.31,운영중
238801,옴시롱감시롱 김밥나라,전라북도 전주시,,0.1,Y,0.27,0.01,,,4.5,운영중
240255,동하피순대,,,,N,0.04,,,,,폐업
246721,버무리떡볶이 전주효자점,,,,N,0.04,,,,,미확인
258508,한솥 효자전주대점,전라북도 전주시,,0.1,Y,0.11,0.04,,,4.44,운영중
258509,바다사냥,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.58,운영중
258514,신옛날통닭&한상차림,전라북도 전주시,,0.07,Y,0.09,0.01,,,3.33,운영중
258516,포차끝판왕 전주점,전라북도 전주시,,0.07,Y,0.11,0.09,,,3.25,운영중
258519,복막걸리,전라북도 전주시,,0.09,Y,0.1,0.33,,,4.23,운영중
258522,서신다가포갈매기,전라북도 전주시,,0.09,Y,0.12,0.13,,,4.17,운영중
258524,교촌치킨 중앙점,전라북도 전주시,,0.1,Y,0.14,0.27,,,4.28,운영중
258529,소바가,전라북도 전주시,,0.1,Y,0.12,0.33,,,4.33,운영중
258531,예술이야,전라북도 전주시,,0.11,Y,0.08,,,,5,운영중
258532,커피니 서신점,전라북도 전주시,,0.1,Y,0.1,0.2,,,4.34,운영중
258573,조선옥 효자점,전라북도 전주시,,0.09,Y,0.1,0.18,,,4.23,운영중
258576,병달이,전라북도 전주시,,0.1,Y,0.23,0.33,,,4.34,운영중
258577,전주본가,전라북도 전주시,,0.09,Y,0.11,0.21,,,4.25,운영중
258578,낙지마당 평화동,전라북도 전주시,,0.1,Y,0.11,0.22,,,4.3,운영중
258591,커피니 전주서곡점,전라북도 전주시,,0.09,Y,0.12,0.03,,,4.23,운영중
258594,뉴행복한밥상,전라북도 전주시,,0.1,Y,0.1,0.06,,,4.63,운영중
258597,서곡세꼬시장어마을,전라북도 전주시,,0.1,Y,0.1,0.08,,,4.4,운영중
258603,남원골추어탕효자점,전라북도 전주시,,0.1,Y,0.23,0.18,,,4.38,운영중
258606,스위밍커피&브런치,전라북도 전주시,,0.1,Y,0.14,0.33,,,4.5,운영중
258607,산촌회관,전라북도 전주시,,0.09,Y,0.1,0.02,,,4.1,운영중
258609,펭귄네구이구이,전라북도 전주시,,0.1,Y,0.1,0.33,,,4.3,운영중
258610,쭈불로드 객사점,전라북도 전주시,,0.09,Y,0.09,0.33,,,4.26,운영중
258616,하쿠나마타타,전라북도 전주시,,0.1,Y,0.13,0.33,,,4.63,운영중
258622,조선화로집,전라북도 전주시,,0.09,Y,0.08,0.3,,,4.23,운영중
258632,감탄떡볶이 삼천점,전라북도 전주시,,0.1,Y,0.08,0.04,,,4.31,운영중
258662,풍년제과신시가지점,전라북도 전주시,,0.1,Y,0.2,0.11,,,4.32,운영중
258680,오복식당,전라북도 전주시,,0.1,Y,0.1,,,,4.29,운영중
31722,삼삼가맥,,,,N,0.13,,,,,운영중
258692,벼락,전라북도 전주시,모범음식점,0.09,Y,0.23,0.33,,,4.22,운영중
258705,옛날국수사랑,전라북도 전주시,,0.09,Y,0.1,0.07,,,4.18,운영중
258709,피자스쿨동산점,전라북도 전주시,,0.1,Y,0.11,0.02,,,4.43,운영중
258711,누룩꽃피는날 전북대점,전라북도 전주시,,0.1,Y,0.11,0.33,,,4.3,운영중
32004,보리 먹은 한우,,,,N,0.1,,,,,미확인
258716,샘골돌솥추어탕,전라북도 전주시,,0.09,Y,0.26,0.04,,,4.24,운영중
258717,본죽아중점,전라북도 전주시,,0.1,Y,0.23,0.07,,,4.3,운영중
258719,장가계,전라북도 전주시,,0.1,Y,0.1,0.17,,,4.35,운영중
258720,중국성,전라북도 전주시,안심식당,0.1,Y,0.1,0.33,,,4.33,운영중
32799,카페플리츠,,,,N,0.07,,,,,미확인
258744,무안낙지,전라북도 전주시,"모범음식점,안심식당",0.09,Y,0.28,0.13,,,4.26,운영중
34218,그린가맥,,,,N,0.07,,,,,미확인
258759,장어명가청산 송천점,전라북도 전주시,,0.1,Y,0.09,0.27,,,4.41,운영중
258761,첫마중부잣집,전라북도 전주시,안심식당,0.09,Y,0.1,0.33,,,4.07,운영중
